Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness
American IPA,7,"20,82","1,063","1,012","6,71","82,64","9,81","26,5",60,"1,05",60,"1,5"
American Pale Ale,10,"22,71","1,043","1,008","4,6","32,19","9,76","18,93",60,"1,052",35,
American Pale Ale,10,"20,82","1,05","1,009","5,28","39,11","5,85","28,39",60,"1,036",70,
American Pale Ale,10,"20,82","1,05","1,009","5,28","39,19","5,85","28,39",60,"1,036",70,
American Light Lager,9,40,"1,024","1,003","2,77",0,"2,87","28,5",60,"1,034",80,3
Saison,134,"20,82","1,06","1,012","6,32","22,62","5,28","28,39",60,"1,044",70,"1,24"
American Pale Ale,10,10,"1,056","1,011","5,92","60,54","9,82",14,90,"1,04",65,3
American IPA,7,10,"1,062","1,018","5,82",38,"10,75",15,70,"1,041",69,"3,3"
American Amber Ale,4,7,"1,061","1,017","5,76","27,14","16,63",9,60,"1,047",70,"3,1"
American Pale Ale,10,"37,85","1,06","1,014","6,06","36,68","9,55","41,64",90,"1,054",70,"1,5"
American IPA,7,15,"1,079","1,013","8,63","49,47","9,76",20,60,"1,059",70,
American IPA,7,"20,82","1,057","1,011","6,09","81,8","5,25","11,36",60,"1,105",35,
American Pale Ale,10,"20,82","1,055","1,013","5,48","47,51","5,54","28,39",60,"1,04",75,"1,45"
American Amber Ale,4,21,"12,5321","3,24221","4,98","31,64","9,39","28,5",90,"9,3",75,"4,5"
American IPA,7,23,"1,041","1,01","4,08","29,43","6,73",26,60,"1,036",70,"2,5"
American Pale Ale,10,"7,57","1,053","1,01","5,66","41,65","9,45","5,68",60,"1,071",35,
American IPA,7,"34,07","1,058","1,014","5,67","58,9","3,86","43,53",60,"1,045",70,"1,25"
American IPA,7,"20,82","1,081","1,019","8,14","109,41","6,29","28,39",60,"1,059",70,"1,5"
American Pale Ale,10,21,"1,049","1,009","5,22","33,89","7,87",27,75,"1,038",55,
American Amber Ale,4,"41,64","1,058","1,01","6,21","35,4","14,76","49,21",60,"1,049",75,
American IPA,7,21,"1,063","1,012","6,71","54,54","6,9",25,60,"1,053",70,"4,5"
American Pale Ale,10,"20,82","1,045","1,009","4,77","37,61","12,36","15,14",60,"1,062",35,
American Amber Ale,4,20,"1,026","1,005","2,72","50,37","25,33","28,5",60,"1,018",35,3
American IPA,7,"20,82","1,048","1,012","4,65","32,9","4,96","26,5",60,"1,037",70,"1,5"
American Pale Ale,10,"3,79","1,053","1,014","5,14","38,23","5,94","5,68",60,"1,035",70,"1,5"
Saison,134,17,"1,05","1,009","5,33","28,3","6,46","19,5",75,"1,044",65,
American IPA,7,"20,82","1,057","1,011","6,01","63,87","3,91","23,85",60,"1,049",85,"1,5"
American Amber Ale,4,"83,28","1,061","1,011","6,48","42,32","14,23","90,85",60,"1,056",75,"1,25"
American IPA,7,"20,82","1,071","1,023","6,28","102,1","13,9","30,28",90,"1,049",75,
American Pale Ale,10,"20,82","1,066","1,016","6,61","75,39","5,46","28,39",60,"1,048",70,"1,5"
American IPA,7,48,"1,057","1,011","6,04","48,81","5,64",55,60,"1,05",75,"1,5"
American Pale Ale,10,"11,36","1,062","1,017","5,9","93,93","8,66","7,57",60,"1,092",35,
American Amber Ale,4,21,"1,051","1,013","5,05","39,74","13,51","28,5",60,"1,038",70,3
American Pale Ale,10,"43,53","1,059","1,015","5,78","49,27","9,39","47,32",60,"1,054",72,"1,6"
American IPA,7,"18,93","1,045","1,01","4,56","13,13","7,82","26,42",60,"1,032",72,
American IPA,7,"43,53","1,066","1,013","6,94","71,57","6,62","51,1",60,"1,056",78,"1,5"
American IPA,7,"23,09","1,065","1,015","6,58","163,09","4,52","28,01",60,"1,054",73,
American IPA,7,"18,93","1,057","1,007","6,46","148,33","4,96","14,2",90,"1,042",30,
American IPA,7,"12,3","1,049","1,011","5,01","47,28","6,12","15,14",60,"1,04",81,
American Pale Ale,10,"18,93","1,053","1,009","5,74","40,48","8,28","26,91",60,"1,037",75,"1,5"
American IPA,7,25,"1,061","1,012","6,47","57,51","5,97",29,70,"1,053",70,"2,7"
American Light Lager,9,22,"1,051","1,009","5,56","16,9","2,89",28,60,"1,04",70,"3,6"
American Light Lager,9,21,"1,05","1,014","4,73","38,82","6,84",11,60,"1,096",35,
American Light Lager,9,"18,93","1,066","1,013","6,99","195,39","8,39","18,93",60,"1,049",61,"1,5"
American IPA,7,"4,73","1,07","1,013","7,46","53,97","5,93","7,57",60,"1,044",75,
American Pale Ale,10,"37,85","1,059","1,014",6,"35,48","9,9",53,60,"1,042",70,"1,25"
American Pale Ale,10,21,"1,048","1,008","5,24","44,12","7,63","28,5",90,"1,035",51,3
American Pale Ale,10,"41,64","1,052","1,011","5,34","32,03","6,98",53,90,"1,041",75,"1,5"
American Pale Ale,10,18,"1,051","1,01","5,47","36,47","5,38",22,60,"1,042",75,4
Saison,134,"20,82","1,053","1,009","5,75","33,58","26,28","24,61",60,"1,045",70,"1,5"
American Light Lager,9,50,"1,069","1,017","6,79","68,33","7,74",75,60,"1,046",83,3
American Pale Ale,10,13,"1,045","1,009","4,69","31,19","7,56",18,60,"1,033",87,
American Pale Ale,10,21,"1,058","1,011","6,19","50,93","8,35","28,5",60,"1,043",75,
American Pale Ale,10,"11,36","1,069","1,013","7,33","57,77","36,35","7,57",60,"1,103",70,
American Pale Ale,10,"22,71","1,051","1,009","5,54","38,94","9,9","27,44",90,"1,042",60,"1,5"
American Pale Ale,10,19,"1,057","1,015","5,61","53,8","6,07",25,60,"1,044",70,
American Light Lager,9,19,"1,061","1,015","6,02","28,27","5,88",25,60,"1,047",60,3
American Pale Ale,10,"20,82","1,046","1,01","4,84","21,14","6,39","23,66",30,"1,041",63,
American IPA,7,"20,82","1,051","1,013","5,08","71,32","11,83","28,39",60,"1,038",55,"1,5"
American Light Lager,9,"18,93","1,057","1,014","5,61",0,"3,84","37,85",60,"1,028",70,"1,5"
Saison,134,"20,82","1,051","1,006","5,9","28,47","6,5","28,39",60,"1,038",68,"1,5"
American Pale Ale,10,"18,93","1,055","1,014","5,42","46,7","5,53","26,5",60,"1,039",80,"1,2"
American Pale Ale,10,80,"1,055","1,01","5,8","36,01","7,93",85,65,"1,051",65,3
Saison,134,"41,64","1,052","1,011","5,3","7,34","6,42",53,60,"1,041",65,"1,5"
American IPA,7,"20,82","1,074","1,021","6,9","83,76","8,5","28,39",60,"1,054",70,"1,5"
American Pale Ale,10,"22,71","1,049","1,011","4,97","41,38","6,86","28,39",60,"1,039",70,"1,5"
American IPA,7,"20,82","1,059","1,015","5,81","42,54","5,62","28,39",75,"1,043",75,"1,5"
American IPA,7,"18,93","1,064","1,016","6,35","68,76","9,86","22,71",60,"1,054",70,"1,25"
American Pale Ale,10,"37,85","1,052","1,013","5,2","44,11","5,42","45,42",60,"1,044",70,"1,75"
American Light Lager,9,"22,71","1,042","1,013","3,89","25,39","14,25","26,5",60,"1,036",63,"1,6"
American IPA,7,"45,42","1,058","1,01","6,24","58,74","7,54","49,21",60,"1,053",80,"1,5"
American IPA,7,"20,82","1,06","1,014","6,01","34,17","6,29","28,39",60,"1,044",70,"1,5"
American IPA,7,"49,21","1,074","1,018","7,42","70,11","12,79","70,03",60,"1,052",69,"1,5"
American Light Lager,9,"22,71","1,03","1,002","3,61","16,16","1,9","28,39",60,"1,024",80,"1,5"
American IPA,7,"22,71","1,067","1,018","6,44","66,26","4,36","26,5",60,"1,058",75,"1,5"
American IPA,7,"18,93","1,053","1,012","5,32","31,25","4,5","26,5",60,"1,038",35,
American IPA,7,"20,82","1,061","1,017","5,76","67,73","6,41","28,39",60,"1,045",70,
American Light Lager,9,"20,82","1,046","1,011","4,62","25,35","4,32","26,5",60,"1,036",70,"1,5"
American IPA,7,"20,82","1,063","1,012","6,77","30,62","4,74","28,39",60,"1,046",70,"1,5"
American Amber Ale,4,"37,85","1,064","1,016","6,24","22,98","16,22","47,32",60,"1,051",70,
American Pale Ale,10,"41,64","1,06","1,015","5,85",0,"3,93","47,32",60,"1,053",80,"1,5"
American Pale Ale,10,"18,93","1,025","1,005","2,62","69,46","7,98","28,39",60,"1,017",35,
American Pale Ale,10,"20,82","1,054","1,016","5,03","37,22","9,97","31,15",60,"1,036",67,
American IPA,7,"41,64","1,061","1,013","6,28","82,34","7,93","53,94",90,"1,047",68,"1,5"
American Light Lager,9,2000,"1,047","1,012","4,67","54,01","28,8",2000,90,"1,047",69,3
American IPA,7,23,"1,073","1,013","7,87","63,64","13,13",36,60,"1,047",75,"2,6"
American Pale Ale,10,"20,82","1,062","1,014","6,25","23,02","6,75","28,39",60,"1,045",70,"1,5"
American IPA,7,"20,82","1,066","1,017","6,46","48,63","14,74","22,71",50,"1,061",35,
American Pale Ale,10,70,"1,056","1,012","5,75",0,"6,03",77,60,"1,051",85,3
American Amber Ale,4,"18,93","1,054","1,013","5,42","18,29","11,88","11,36",60,"1,09",50,
American IPA,7,"26,5","1,064","1,017","6,24","68,11","7,52","33,31",75,"1,051",75,"2,63"
American IPA,7,"22,5","1,053","1,009","5,81","58,52","6,89",25,60,"1,048",71,"2,5"
Saison,134,"20,82","1,065","1,012","6,96","39,35","4,5","28,39",90,"1,048",70,
American Light Lager,9,21,"1,017","1,004","1,64",0,"1,27",11,60,"1,032",35,
American IPA,7,20,"15,8711","4,13215","6,38","70,57","4,83",24,90,"13,3",67,"3,1"
American IPA,7,"18,93","1,062","1,007","7,17","92,66","7,04","11,36",60,"1,103",35,
American IPA,7,"20,82","1,065","1,013","6,8","49,75","10,15","28,39",60,"1,048",70,"1,5"
American IPA,7,"14,38","1,056","1,013","5,66","4,93","11,34","19,99",60,"1,041",72,
American IPA,7,"4,54","1,088","1,017","9,3","69,35","4,5","7,57",60,"1,053",35,
American Light Lager,9,"20,82","1,045","1,007","5,06","23,14","2,49","23,09",60,"1,041",75,
American IPA,7,"20,82","1,058","1,011","6,17","57,58","13,62","28,39",60,"1,043",70,"1,5"
American Amber Ale,4,"18,93","1,054","1,013","5,4",0,"18,84","26,5",60,"1,038",65,
American Pale Ale,10,"42,02","1,061","1,011","6,61","29,96","6,04","52,62",60,"1,049",80,"1,25"
Saison,134,36,"1,058","1,012","5,99","24,23","4,1","43,5",90,"1,048",70,"2,9"
American IPA,7,"18,93","1,085","1,021","8,37","98,04","7,73","11,36",60,"1,142",35,
American IPA,7,"18,93","1,063","1,015","6,33","27,2","4,19","11,36",60,"1,029",35,
Saison,134,"227,12","1,061","1,013","6,33","11,54","4,33","264,98",60,"1,053",70,"1,5"
American IPA,7,25,"1,066","1,014","6,83","63,45","9,67",28,60,"1,059",70,
American Pale Ale,10,20,"1,054","1,01","5,75","46,3","7,92","28,5",30,"1,038",65,3
American Amber Ale,4,"20,82","1,058","1,012","6,02","27,99","9,84","28,39",60,"1,043",70,"1,5"
American Pale Ale,10,"17,03","1,06","1,01","6,68","21,79","6,14","20,82",50,"1,049",74,
American IPA,7,"18,93","1,067","1,014",7,"95,07","5,28","28,39",90,"1,045",70,"1,5"
American Light Lager,9,"7,57","1,048","1,011","4,85","56,56","35,83","17,03",60,"1,022",70,
American Pale Ale,10,"41,64","1,058","1,014","5,87","46,95","5,26","49,21",90,"1,049",75,"1,5"
American IPA,7,"37,85","1,071","1,015","7,33","91,06","6,1","43,53",60,"1,062",70,"1,25"
American IPA,7,23,"1,065","1,011","7,06","56,2","5,81","28,5",60,"1,052",75,"3,4"
American IPA,7,"20,82","1,071","1,018","7,04","83,34","4,09","28,39",60,"1,052",70,"1,5"
American IPA,7,"20,82","1,066","1,017","6,53","104,04","5,42","24,61",60,"1,056",60,
Saison,134,"15,14","1,051","1,01","5,44","44,43","4,58","20,82",60,"1,037",70,
American Pale Ale,10,"20,82","1,06","1,015","5,89","32,44","7,77","28,39",60,"1,033",60,
American Amber Ale,4,21,"1,065","1,012","7,02","68,79","19,32","28,5",60,"1,048",65,
American IPA,7,"24,61","1,074","1,014","7,9","39,8","5,18","28,39",60,"1,064",70,"1,5"
American IPA,7,23,"16,1171","3,20135","7,01","69,72","5,07",29,60,"12,9",75,3
American IPA,7,"62,46","1,069","1,013","7,31","67,24","7,93","70,03",60,"1,061",70,"1,5"
American Amber Ale,4,16,"1,045","1,009","4,79","38,73","12,64",15,60,"1,048",35,
Saison,134,"20,82","1,064","1,015","6,44","42,94","5,04","11,36",60,"1,117",35,
American Pale Ale,10,40,"13,0718","2,41304","5,71","34,66","16,83",55,60,"9,6",75,3
American IPA,7,"18,93","1,076","1,014","8,05","57,32","8,01","24,61",60,"1,058",70,"1,3"
American IPA,7,"20,82","1,067","1,016","6,74","69,04","6,4","24,61",60,"1,057",84,
American IPA,7,"18,93","1,065","1,012","6,93","133,68","10,82","11,36",60,"1,109",50,
American IPA,7,"18,93","1,076","1,016","7,97","78,43","4,79","26,5",60,"1,055",74,"1,5"
American IPA,7,"18,93","1,062","1,015","6,1","68,64","7,47","22,71",60,"1,052",78,"1,25"
American Light Lager,9,"39,75","1,064","1,02","5,75","47,56","18,72","45,42",60,"1,056",75,"1,25"
American Pale Ale,10,"18,93","1,057","1,011","6,15","46,34","7,13","24,61",60,"1,044",70,"1,8"
Saison,134,"41,64","1,053","1,01","5,61","22,58","4,47","49,21",60,"1,044",85,"1,5"
American Light Lager,9,17,"1,04","1,01","3,94","15,83","19,13",17,60,"1,04",65,3
American IPA,7,"39,75","1,058","1,01","6,3","83,98","8,92","45,42",60,"1,05",70,
American Light Lager,9,15,"1,052","1,016","4,72",0,"6,22",35,60,"1,022",70,
American IPA,7,"20,82","1,056","1,014","5,53","63,18","8,07","28,39",60,"1,041",75,"1,4"
American IPA,7,40,"1,066","1,013","7,05","65,45","6,63",45,60,"1,059",70,
American IPA,7,"20,82","1,06","1,014","6,03","56,88","36,36","20,82",60,"1,06",35,
American Pale Ale,10,"21,5","1,045","1,008","4,75","37,05","7,74","26,5",60,"1,036",68,
American Pale Ale,10,26,"1,052","1,014","5,02","48,44","7,62",35,60,"1,039",65,"3,1"
American IPA,7,"18,93","1,069","1,012","7,49","79,69","8,42","15,14",60,"1,086",50,
American IPA,7,"20,82","1,063","1,011","6,87","121,1","10,7","26,5",60,"1,05",63,"1,33"
American Pale Ale,10,21,"1,051","1,01","5,47","42,48","5,64","28,5",60,"1,038",70,3
American Light Lager,9,"264,98","15,3202","3,98274","6,15","47,9","4,66","454,25",60,"9,1",80,"1,5"
American Light Lager,9,"20,82","1,052","1,009","5,69","14,69","13,29","26,5",60,"1,041",35,
American Pale Ale,10,"18,93","1,062","1,016","6,12","44,87","4,31","24,61",60,"1,048",70,"1,4"
American IPA,7,"19,68","1,05","1,01","5,34","52,1","7,82","23,47",60,"1,042",71,
American IPA,7,"20,82","1,069","1,016","6,96","66,91","7,12","24,61",60,"1,058",75,
American IPA,7,9,"1,064","1,011","6,99","95,48","6,78",9,60,"1,064",72,
American IPA,7,"23,66","1,061","1,01","6,71","112,02","4,45","11,36",60,"1,128",35,
American IPA,7,"20,82","1,105","1,025","10,56","115,05","10,7","28,39",75,"1,077",68,"1,5"
American Pale Ale,10,21,"1,052","1,009","5,67","42,68","7,55",30,45,"1,036",80,"3,5"
American Pale Ale,10,"20,82","1,056","1,012","5,79","43,3","7,64","26,5",60,"1,044",68,"1,25"
American Pale Ale,10,"18,93","1,05","1,013","4,89","37,68","5,78","26,5",60,"1,036",75,"1,5"
American Light Lager,9,100,"1,071","1,012","7,69","30,81","15,93",140,90,"1,05",70,"3,5"
American IPA,7,23,"1,041","1,008","4,35","39,72","3,57",28,60,"1,034",65,5
American Pale Ale,10,"20,82","1,046","1,008","4,89","28,66","5,25","28,39",60,"1,034",70,
American Pale Ale,10,25,"1,054","1,011","5,69","20,81","5,98",28,60,"1,048",70,4
American Light Lager,9,"58,67","1,08","1,018","8,2","246,46","11,6","68,14",60,"1,069",52,"1,5"
American IPA,7,115,"1,052","1,012","5,24","31,6","5,24",130,60,"1,046",78,3
American Pale Ale,10,"41,64","1,052","1,012","5,24","11,43","3,59","56,78",60,"1,038",70,"1,5"
American Pale Ale,10,21,"1,051","1,01","5,37","39,26","6,5","28,5",60,"1,037",60,3
American Light Lager,9,"20,82","1,055","1,014","5,4","65,75","11,22","11,36",60,"1,048",35,
American IPA,7,21,"1,074","1,015","7,86","24,37",19,11,60,"1,142",70,
American IPA,7,"681,37","1,067","1,012","7,29","100,55","5,4","916,07",90,"1,05",75,"1,5"
American IPA,7,"37,85","1,062","1,015","6,1","78,7","4,82","45,42",75,"1,05",65,"1,5"
American IPA,7,"18,93","1,062","1,016","6,12","78,75","11,41","15,14",60,"1,078",35,
Saison,134,"20,82","1,062","1,012","6,48","45,9","4,06","28,39",90,"1,045",76,"1,5"
American Pale Ale,10,"12,11","1,045","1,006","5,06","40,03","4,47","15,9",60,"1,034",75,
Saison,134,20,"1,06","1,018","5,5","46,6","5,44",36,60,"1,033",60,3
American Amber Ale,4,18,"1,055","1,011","5,68","39,12","14,11",23,60,"1,043",70,3
American Light Lager,9,"20,82","1,118","1,027","11,94",0,"3,92","28,39",60,"1,087",35,"1,5"
American Amber Ale,4,"20,82","1,051","1,015","4,82","20,94","8,89","11,36",60,"1,094",45,
American IPA,7,"20,82","1,068","1,013","7,26","70,63","6,71","26,5",60,"1,054",75,"1,25"
American IPA,7,"18,93","1,05","1,01","5,32","71,44","4,68","11,36",60,"1,043",35,
American Amber Ale,4,"18,93","1,056","1,017","5,1","31,4","14,67","26,5",60,"1,04",75,"1,5"
American Light Lager,9,21,"1,017","1,004","1,64",0,"1,68",11,60,"1,032",35,
American IPA,7,25,"1,068","1,014","7,02","88,23","8,64",28,60,"1,061",80,"2,2"
American Amber Ale,4,"43,53","1,066","1,016","6,87","64,4","14,56","49,21",60,"1,059",68,"1,3"
American IPA,7,"20,82","1,059","1,014","5,9","116,98","4,26","28,39",60,"1,044",70,"1,33"
American IPA,7,"20,82","1,065","1,018","6,16","69,42","5,08","24,61",60,"1,055",70,"1,25"
American IPA,7,45,"1,058","1,012","6,14","76,77","9,43",55,60,"1,048",70,3
American Light Lager,9,"18,93","1,051","1,015","4,72","24,52","5,2","22,71",60,"1,043",65,
American Light Lager,9,"20,82","1,008","1,002","0,75",0,"2,25","11,36",60,"1,014",35,
American Pale Ale,10,"20,82","1,063","1,012","6,66","59,1","18,78","28,39",60,"1,046",66,"1,5"
American Pale Ale,10,"20,82","1,053","1,012","5,33","40,06","7,92","28,39",60,"1,039",65,"1,5"
American Light Lager,9,25,"1,058","1,011","6,08","38,54",50,30,60,"1,042",70,3
American Pale Ale,10,"3,8","1,047","1,008","5,13","47,42","6,34","3,8",60,"1,047",65,
American IPA,7,23,"1,048","1,011","4,9","80,62","3,49",14,60,"1,079",35,
American Pale Ale,10,32,"1,051","1,008","5,57","28,98","4,08",35,80,"1,047",70,"2,7"
American IPA,7,"18,93","1,058","1,012","5,98","42,58","15,03","15,14",30,"1,073",65,
American Amber Ale,4,21,"1,031","1,009","2,95","112,43","22,06","28,5",60,"1,023",35,
Saison,134,"20,82","1,09","1,015","9,9",0,"7,44","26,5",60,"1,062",77,"1,5"
American IPA,7,"20,82","1,057","1,013","5,75","41,37","5,94","24,61",60,"1,048",75,"1,5"
American Light Lager,9,"26,5","1,101","1,025","9,91",0,50,"34,07",60,"1,078",70,"1,5"
Saison,134,"20,82","1,054","1,01","5,79","30,49","3,42","26,5",60,"1,043",70,"1,4"
American IPA,7,"20,82","1,06","1,017","5,57","78,57","7,29","28,39",60,"1,044",66,"1,33"
American Light Lager,9,"20,82","1,031","1,008","3,01",0,"3,1","11,36",60,"1,056",35,
American Amber Ale,4,"20,82","11,1739","2,6444","4,54","16,71","3,74","28,39",60,"8,3",0,
American Pale Ale,10,"45,42","1,057","1,013","5,65","61,69","7,42","45,42",60,"1,057",70,"1,5"
American IPA,7,"41,64","1,066","1,012","6,97","73,8","10,42","45,42",60,"1,06",35,
American Pale Ale,10,"18,93","1,048","1,012","4,72","48,41","7,84","24,11",60,"1,038",60,"1,25"
Saison,134,"22,71","1,063","1,01",7,"24,87","3,63","34,07",90,"1,042",82,"1,5"
American Pale Ale,10,"56,78","1,055","1,011","5,78","74,54","5,02","66,24",60,"1,047",70,2
American IPA,7,"11,36","1,059","1,012","6,14","51,85","10,39","15,14",60,"1,044",35,
American Light Lager,9,1100,"1,052","1,01","5,43","25,77","4,85",1300,60,"1,044",70,3
American Pale Ale,10,"370,97","1,053","1,012","5,38","37,49","6,02","416,4",60,"1,047",75,"1,3"
American Pale Ale,10,"18,93","1,049","1,01","5,04","43,62","4,49","24,61",60,"1,037",65,"1,25"
American IPA,7,21,"1,064","1,016","6,25","56,83","6,5","28,5",60,"1,047",60,3
American Amber Ale,4,"22,71","1,055","1,014","5,42","59,53","8,17","28,39",60,"1,044",75,"1,4"
American IPA,7,"37,85","1,064","1,019","5,91",72,"13,15","47,32",60,"1,052",70,"1,33"
American IPA,7,"15,14","1,072","1,015","7,52","88,39","4,7","28,39",60,"1,038",75,
American IPA,7,"7,57","1,068","1,011","7,41","148,5","7,21","9,46",60,"1,054",70,
American IPA,7,23,"1,059","1,01","6,48","42,17","4,53",28,75,"1,049",71,"2,7"
American Pale Ale,10,"20,82","1,079","1,021","7,68",0,"7,42","28,39",60,"1,058",70,"1,5"
American Light Lager,9,"20,82","1,086","1,02","8,61","13,8","6,4","28,39",60,"1,063",60,
American IPA,7,21,"1,067","1,016","6,69","78,92","35,28","28,5",75,"1,049",71,"2,5"
American IPA,7,"20,82","1,053","1,013","5,29","21,38","4,95","28,39",60,"1,039",65,"1,6"
Saison,134,"20,82","1,056","1,01","6,03","27,65","9,45","30,28",90,"1,038",60,
Saison,134,"20,82","1,041","1,008","4,31","61,32","11,61","26,5",60,"1,032",35,1
American IPA,7,"20,82","1,043","1,011","4,27","83,21","3,99","26,5",90,"1,034",75,1
American Pale Ale,10,"37,85","1,057","1,01","6,2","46,27","11,87","45,42",60,"1,048",70,"1,2"
American IPA,7,"20,82","1,068","1,017","6,67","91,29","11,36","11,36",60,"1,124",35,
American IPA,7,22,"1,05","1,012","4,99",0,"8,58",28,90,"1,039",80,4
American Pale Ale,10,100,"1,064","1,019","5,89","9,64","2,54",100,60,"1,064",80,4
American IPA,7,"19,5","1,066","1,016","6,58","63,48","9,22","23,5",60,"1,054",70,"3,1"
American Pale Ale,10,"20,82","1,035","1,018","2,25","32,88","5,29","30,28",60,"1,024",44,
Saison,134,"3,79","1,069","1,021","6,33","25,22","7,17","5,68",60,"1,046",70,
American IPA,7,"18,93","1,062","1,014","6,24","64,79","6,88","20,82",60,"1,056",70,"1,5"
American IPA,7,"20,82","1,063","1,018","5,82","41,97","4,14","28,39",60,"1,046",65,
American Pale Ale,10,"20,82","1,048","1,009","5,21","26,6","5,85","28,39",90,"1,035",80,
American IPA,7,23,"1,061","1,01","6,67","76,87","7,88",27,60,"1,052",75,3
American IPA,7,"20,82","1,065","1,012","6,92","94,91","7,73","11,36",60,"1,119",35,
American IPA,7,"23,66","1,07","1,018","6,91","137,72","7,59","30,28",90,"1,055",75,"1,3"
Saison,134,25,"1,052","1,016","4,77","22,4","3,32","28,5",60,"1,046",70,
American Pale Ale,10,"18,93","1,057","1,011","6,06","68,7","8,39","11,36",60,"1,095",35,
